location,start,choice,end,session,trial,animal,date,test,passed,mapping
CSR6--+ maze--10042018_t8--S3--10042018_CSR6_+maze_t8_3.set,18.3,20.6,21.72,8,3,CSubRet6,10042018,first,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S3--10042018_CSR6_+maze_t8_3.set,62.56,63.62,66.98,8,3,CSubRet6,10042018,second,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S4--10042018_CSR6_+maze_t8_4.set,22.02,22.98,23.8,8,4,CSubRet6,10042018,first,N,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S4--10042018_CSR6_+maze_t8_4.set,59.6,60.42,61.64,8,4,CSubRet6,10042018,second,N,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S5--10042018_CSR6_+maze_t8_5.set,15.04,15.8,16.56,8,5,CSubRet6,10042018,first,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S5--10042018_CSR6_+maze_t8_5.set,59.68,61.42,62.12,8,5,CSubRet6,10042018,second,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S6--10042018_CSR6_+maze_t8_6.set,11.54,15.14,17.3,8,6,CSubRet6,10042018,first,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S6--10042018_CSR6_+maze_t8_6.set,54.8,55.5,56.68,8,6,CSubRet6,10042018,second,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S7--10042018_CSR6_+maze_t8_7.set,39.82,41.38,42.44,8,7,CSubRet6,10042018,first,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S7--10042018_CSR6_+maze_t8_7.set,63.3,64.52,65.54,8,7,CSubRet6,10042018,second,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S8--10042018_CSR6_+maze_t8_8.set,8.64,9.4,10.2,8,8,CSubRet6,10042018,first,Y,CL-SR_4-6-no-cells.py
CSR6--+ maze--10042018_t8--S8--10042018_CSR6_+maze_t8_8.set,42.44,43.14,43.84,8,8,CSubRet6,10042018,second,Y,CL-SR_4-6-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S1--04092017_LSubRet1_+maze_trial_1_1.set,21.98,25.74,27.14,1,1,LSubRet1,4092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S1--04092017_LSubRet1_+maze_trial_1_1.set,60.88,62.82,65.9,1,1,LSubRet1,4092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S2--04092017_LSubRet1_+maze_trial_1_2.set,5.3,7.32,11.1,1,2,LSubRet1,4092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S2--04092017_LSubRet1_+maze_trial_1_2.set,38.16,41.66,42.84,1,2,LSubRet1,4092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S3--04092017_LSubRet1_+maze_trial_1_3.set,8.18,9.74,11.12,1,3,LSubRet1,4092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S3--04092017_LSubRet1_+maze_trial_1_3.set,54.58,56.26,57.6,1,3,LSubRet1,4092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S4--04092017_LSubRet1_+maze_trial_1_4.set,5.68,7.48,12.4,1,4,LSubRet1,4092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S4--04092017_LSubRet1_+maze_trial_1_4.set,42.14,43.3,44.76,1,4,LSubRet1,4092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S5--04092017_LSubRet1_+maze_trial_1_5.set,16,17.24,19.04,1,5,LSubRet1,4092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S5--04092017_LSubRet1_+maze_trial_1_5.set,53.2,54.88,56.58,1,5,LSubRet1,4092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S6--04092017_LSubRet1_+maze_trial_1_6.set,8.44,10.54,14.36,1,6,LSubRet1,4092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S6--04092017_LSubRet1_+maze_trial_1_6.set,54.7,56.32,60.04,1,6,LSubRet1,4092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S7--04092017_LSubRet1_+maze_trial_1_7.set,4.24,5.66,9.26,1,7,LSubRet1,4092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S7--04092017_LSubRet1_+maze_trial_1_7.set,37.3,38.62,39.96,1,7,LSubRet1,4092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S8--04092017_LSubRet1_+maze_trial_1_8.set,11.06,12.6,15.94,1,8,LSubRet1,4092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--04092017_first trial--S8--04092017_LSubRet1_+maze_trial_1_8.set,47.34,48.58,50.32,1,8,LSubRet1,4092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S1--05092017_LSubRet1_+maze_trial_2_1.set,11.8,14.88,16.64,2,1,LSubRet1,5092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S1--05092017_LSubRet1_+maze_trial_2_1.set,55.52,56.74,59.88,2,1,LSubRet1,5092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S2--05092017_LSubRet1_+maze_trial_2_2.set,11.9,13.2,17.02,2,2,LSubRet1,5092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S2--05092017_LSubRet1_+maze_trial_2_2.set,49.98,51.46,53.06,2,2,LSubRet1,5092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S3--05092017_LSubRet1_+maze_trial_2_3.set,11.42,14.14,18.1,2,3,LSubRet1,5092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S3--05092017_LSubRet1_+maze_trial_2_3.set,55.88,57.24,58.6,2,3,LSubRet1,5092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S4--05092017_LSubRet1_+maze_trial_2_4.set,16.4,19.96,23.48,2,4,LSubRet1,5092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S4--05092017_LSubRet1_+maze_trial_2_4.set,59.14,60.64,62.52,2,4,LSubRet1,5092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S5--05092017_LSubRet1_+maze_trial_2_5.set,18.5,21.98,23.72,2,5,LSubRet1,5092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S5--05092017_LSubRet1_+maze_trial_2_5.set,62.16,63.12,64.52,2,5,LSubRet1,5092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S6--05092017_LSubRet1_+maze_trial_2_6.set,14.16,15.84,19,2,6,LSubRet1,5092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S6--05092017_LSubRet1_+maze_trial_2_6.set,45.02,47.1,48.38,2,6,LSubRet1,5092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S7--05092017_LSubRet1_+maze_trial_2_7.set,9.34,11.8,13.08,2,7,LSubRet1,5092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S7--05092017_LSubRet1_+maze_trial_2_7.set,49,50.12,51.6,2,7,LSubRet1,5092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S8--05092017_LSubRet1_+maze_trial_2_8.set,11.9,15.26,20.16,2,8,LSubRet1,5092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--05092017_2nd trial--S8--05092017_LSubRet1_+maze_trial_2_8.set,60.84,61.9,64.48,2,8,LSubRet1,5092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S1--06092017_LSubRet1_+maze_trial_3_1.set,27.2,29.38,31.1,3,1,LSubRet1,6092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S1--06092017_LSubRet1_+maze_trial_3_1.set,70.82,72.16,74.96,3,1,LSubRet1,6092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S2--06092017_LSubRet1_+maze_trial_3_2.set,8.66,10.48,12.54,3,2,LSubRet1,6092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S2--06092017_LSubRet1_+maze_trial_3_2.set,50.24,51.42,54.54,3,2,LSubRet1,6092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S3--06092017_LSubRet1_+maze_trial_3_3.set,18.36,20.72,22.4,3,3,LSubRet1,6092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S3--06092017_LSubRet1_+maze_trial_3_3.set,64.86,66.3,67.64,3,3,LSubRet1,6092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S4--06092017_LSubRet1_+maze_trial_3_4.set,19.78,21.92,24.64,3,4,LSubRet1,6092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S4--06092017_LSubRet1_+maze_trial_3_4.set,62,63.2,64.8,3,4,LSubRet1,6092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S5--06092017_LSubRet1_+maze_trial_3_5.set,22.04,23.22,24.38,3,5,LSubRet1,6092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S5--06092017_LSubRet1_+maze_trial_3_5.set,89.84,91.46,94.64,3,5,LSubRet1,6092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S6--06092017_LSubRet1_+maze_trial_3_6.set,33.38,35.34,37.16,3,6,LSubRet1,6092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S6--06092017_LSubRet1_+maze_trial_3_6.set,98.48,99.64,100.8,3,6,LSubRet1,6092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S7--06092017_LSubRet1_+maze_trial_3_7.set,24.96,27.36,29.94,3,7,LSubRet1,6092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S7--06092017_LSubRet1_+maze_trial_3_7.set,86.24,88.32,90.14,3,7,LSubRet1,6092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S8--06092017_LSubRet1_+maze_trial_3_8.set,18.42,24.06,26.3,3,8,LSubRet1,6092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--06092017_3rd--S8--06092017_LSubRet1_+maze_trial_3_8.set,71.48,73.6,75.52,3,8,LSubRet1,6092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S1--11092017_LSubRet1_+maze_trial_5_1.set,15.78,17.66,19.26,5,1,LSubRet1,11092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S1--11092017_LSubRet1_+maze_trial_5_1.set,55.18,56.18,57.42,5,1,LSubRet1,11092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S2--11092017_LSubRet1_+maze_trial_5_2.set,6.7,7.98,10.04,5,2,LSubRet1,11092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S2--11092017_LSubRet1_+maze_trial_5_2.set,71.14,72.88,74.56,5,2,LSubRet1,11092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S3--11092017_LSubRet1_+maze_trial_5_3.set,16.38,17.54,19,5,3,LSubRet1,11092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S3--11092017_LSubRet1_+maze_trial_5_3.set,63.56,65.42,70.36,5,3,LSubRet1,11092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S4--11092017_LSubRet1_+maze_trial_5_4.set,13.3,15.32,17.14,5,4,LSubRet1,11092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S4--11092017_LSubRet1_+maze_trial_5_4.set,56.42,57.96,60.62,5,4,LSubRet1,11092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S5--11092017_LSubRet1_+maze_trial_5_5.set,5.74,15.42,21.5,5,5,LSubRet1,11092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S5--11092017_LSubRet1_+maze_trial_5_5.set,61.38,62.54,63.5,5,5,LSubRet1,11092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S6--11092017_LSubRet1_+maze_trial_5_6.set,19.22,21.62,23.56,5,6,LSubRet1,11092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S6--11092017_LSubRet1_+maze_trial_5_6.set,65.42,67.06,68.84,5,6,LSubRet1,11092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S7--11092017_LSubRet1_+maze_trial_5_7.set,56.6,58.88,60.9,5,7,LSubRet1,11092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S7--11092017_LSubRet1_+maze_trial_5_7.set,114.92,116.36,124.58,5,7,LSubRet1,11092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S8--11092017_LSubRet1_+maze_trial_5_8.set,14.16,15.5,16.56,5,8,LSubRet1,11092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--11092017_5th--S8--11092017_LSubRet1_+maze_trial_5_8.set,64.72,65.84,67.44,5,8,LSubRet1,11092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S1--12092017_LSubRet1_+maze_trial_6_1.set,4.34,7.74,9.3,6,1,LSubRet1,12092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S1--12092017_LSubRet1_+maze_trial_6_1.set,41.38,42.94,45.06,6,1,LSubRet1,12092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S2--12092017_LSubRet1_+maze_trial_6_2.set,12.72,15.54,16.82,6,2,LSubRet1,12092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S2--12092017_LSubRet1_+maze_trial_6_2.set,51.74,52.6,54.3,6,2,LSubRet1,12092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S3--12092017_LSubRet1_+maze_trial_6_3.set,8.12,9.08,10.46,6,3,LSubRet1,12092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S3--12092017_LSubRet1_+maze_trial_6_3.set,39.96,40.92,42.3,6,3,LSubRet1,12092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S4--12092017_LSubRet1_+maze_trial_6_4.set,17.02,18.56,20.08,6,4,LSubRet1,12092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S4--12092017_LSubRet1_+maze_trial_6_4.set,85.38,87.4,89.08,6,4,LSubRet1,12092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S5--12092017_LSubRet1_+maze_trial_6_5.set,9.52,10.62,12.4,6,5,LSubRet1,12092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S5--12092017_LSubRet1_+maze_trial_6_5.set,48.7,49.76,51.96,6,5,LSubRet1,12092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S6--12092017_LSubRet1_+maze_trial_6_6.set,21.02,23.52,24.6,6,6,LSubRet1,12092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S6--12092017_LSubRet1_+maze_trial_6_6.set,80.16,81.1,82.4,6,6,LSubRet1,12092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S8--12092017_LSubRet1_+maze_trial_6_8.set,10.46,14,18.4,6,8,LSubRet1,12092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--12092017_6th--S8--12092017_LSubRet1_+maze_trial_6_8.set,42.62,44.48,46.08,6,8,LSubRet1,12092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S1--13092017_LSubRet1_+maze_trial_7_1.set,16.9,19.32,21.34,7,1,LSubRet1,13092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S1--13092017_LSubRet1_+maze_trial_7_1.set,56.78,58.24,59.72,7,1,LSubRet1,13092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S2--13092017_LSubRet1_+maze_trial_7_2.set,28.52,30.68,31.94,7,2,LSubRet1,13092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S2--13092017_LSubRet1_+maze_trial_7_2.set,78.98,80.42,82.34,7,2,LSubRet1,13092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S4--13092017_LSubRet1_+maze_trial_7_4.set,5.26,7.16,9.98,7,4,LSubRet1,13092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S4--13092017_LSubRet1_+maze_trial_7_4.set,51.1,52.32,55.12,7,4,LSubRet1,13092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S5--13092017_LSubRet1_+maze_trial_7_5.set,10.84,12.54,14.3,7,5,LSubRet1,13092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S5--13092017_LSubRet1_+maze_trial_7_5.set,76.9,79.16,80.96,7,5,LSubRet1,13092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S6--13092017_LSubRet1_+maze_trial_7_6.set,6.44,7.56,8.46,7,6,LSubRet1,13092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S6--13092017_LSubRet1_+maze_trial_7_6.set,63,64.8,66.74,7,6,LSubRet1,13092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S7--13092017_LSubRet1_+maze_trial_7_7.set,7,8.88,13.98,7,7,LSubRet1,13092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S7--13092017_LSubRet1_+maze_trial_7_7.set,70.08,72.68,73.64,7,7,LSubRet1,13092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S8--13092017_LSubRet1_+maze_trial_7_8.set,18.52,20.6,22.42,7,8,LSubRet1,13092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--13092017_7th--S8--13092017_LSubRet1_+maze_trial_7_8.set,71.38,72.84,74.92,7,8,LSubRet1,13092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S1--14092017_LSubRet1_+maze_trial_8_1.set,5.94,7.38,8.86,8,1,LSubRet1,14092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S1--14092017_LSubRet1_+maze_trial_8_1.set,58.54,60.04,61.66,8,1,LSubRet1,14092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S2--14092017_LSubRet1_+maze_trial_8_2.set,9.4,12.28,13.98,8,2,LSubRet1,14092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S2--14092017_LSubRet1_+maze_trial_8_2.set,51.26,52.64,54.38,8,2,LSubRet1,14092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S3--14092017_LSubRet1_+maze_trial_8_3.set,11.28,15.06,17.08,8,3,LSubRet1,14092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S3--14092017_LSubRet1_+maze_trial_8_3.set,47.78,49.26,51.14,8,3,LSubRet1,14092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S4--14092017_LSubRet1_+maze_trial_8_4.set,12.48,16.28,19.3,8,4,LSubRet1,14092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S4--14092017_LSubRet1_+maze_trial_8_4.set,54.18,56.08,57.54,8,4,LSubRet1,14092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S5--14092017_LSubRet1_+maze_trial_8_5.set,10.54,12.38,14.36,8,5,LSubRet1,14092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S5--14092017_LSubRet1_+maze_trial_8_5.set,61.62,63.26,68.76,8,5,LSubRet1,14092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S6--14092017_LSubRet1_+maze_trial_8_6.set,5.66,7.98,9.62,8,6,LSubRet1,14092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S6--14092017_LSubRet1_+maze_trial_8_6.set,60.52,61.78,63.38,8,6,LSubRet1,14092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S7--14092017_LSubRet1_+maze_trial_8_7.set,3.98,5.9,7.22,8,7,LSubRet1,14092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S7--14092017_LSubRet1_+maze_trial_8_7.set,54.3,55.4,59.14,8,7,LSubRet1,14092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S8--14092017_LSubRet1_+maze_trial_8_8.set,24.6,26.72,28.44,8,8,LSubRet1,14092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--14092017_8th--S8--14092017_LSubRet1_+maze_trial_8_8.set,77.92,87.42,89.12,8,8,LSubRet1,14092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S1--15092017_LSubRet1_+maze_trial_9_1.set,15.2,19.04,24.8,9,1,LSubRet1,15092017,first, Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S1--15092017_LSubRet1_+maze_trial_9_1.set,55.44,57.94,58.96,9,1,LSubRet1,15092017,second, Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S2--15092017_LSubRet1_+maze_trial_9_2.set,11.82,13.66,16.48,9,2,LSubRet1,15092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S2--15092017_LSubRet1_+maze_trial_9_2.set,73,77.36,82.58,9,2,LSubRet1,15092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S3--15092017_LSubRet1_+maze_trial_9_3.set,21.52,23.48,25.04,9,3,LSubRet1,15092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S3--15092017_LSubRet1_+maze_trial_9_3.set,73.56,74.82,78.3,9,3,LSubRet1,15092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S4--15092017_LSubRet1_+maze_trial_9_4.set,11.68,13.52,14.72,9,4,LSubRet1,15092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S4--15092017_LSubRet1_+maze_trial_9_4.set,63.06,64.14,66.02,9,4,LSubRet1,15092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S5--15092017_LSubRet1_+maze_trial_9_5.set,12.66,14.1,15.14,9,5,LSubRet1,15092017,first, Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S5--15092017_LSubRet1_+maze_trial_9_5.set,64.98,66.9,70.16,9,5,LSubRet1,15092017,second, Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S6--15092017_LSubRet1_+maze_trial_9_6.set,14.1,16.82,17.88,9,6,LSubRet1,15092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S6--15092017_LSubRet1_+maze_trial_9_6.set,52.62,54.54,56.04,9,6,LSubRet1,15092017,second,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S7--15092017_LSubRet1_+maze_trial_9_7.set,9.18,10.42,11.84,9,7,LSubRet1,15092017,first, Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S7--15092017_LSubRet1_+maze_trial_9_7.set,50.22,51.84,53.64,9,7,LSubRet1,15092017,second, Y,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S8--15092017_LSubRet1_+maze_trial_9_8.set,7.32,12.34,14.36,9,8,LSubRet1,15092017,first,N,CL-SR_1-3-no-cells.py
LSubRet1--recording--+maze--15092017_9th--S8--15092017_LSubRet1_+maze_trial_9_8.set,52.44,58.26,60.82,9,8,LSubRet1,15092017,second,N,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S1--04092017_LSubRet3_+maze_trial_1_1.set,10.54,12.02,14.94,1,1,LSubRet3,4092017,first,N,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S1--04092017_LSubRet3_+maze_trial_1_1.set,51,52.5,56.22,1,1,LSubRet3,4092017,second,N,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S2--04092017_LSubRet3_+maze_trial_1_2.set,12.12,13.46,15.42,1,2,LSubRet3,4092017,first,N,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S2--04092017_LSubRet3_+maze_trial_1_2.set,56.48,57.96,59.62,1,2,LSubRet3,4092017,second,N,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S3--04092017_LSubRet3_+maze_trial_1_3.set,11.16,13.02,14.88,1,3,LSubRet3,4092017,first,Y,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S3--04092017_LSubRet3_+maze_trial_1_3.set,47.48,48.54,49.82,1,3,LSubRet3,4092017,second,Y,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S4--04092017_LSubRet3_+maze_trial_1_4.set,16.82,17.82,20.74,1,4,LSubRet3,4092017,first,N,CL-SR_1-3-no-cells.py
LSubRet3--recording--+maze--04092017_1st trial--S4--04092017_LSubRet3_+maze_trial_1_4.set,55.72,56.68,57.8,1,4,LSubRet3,4092017,second,N,CL-SR_1-3-no-cells.py
